,text,labels
19357,bbc malaria parasites becoming resistant drugs really good malaria affects many people,0
19358,beachyummy steak catching lost manlovely day,1
19359,thanks lovely let know ready baby gorgeous want something put x,1
19360, wonderful piece cake lunch else could want,1
19361, booooored learned though,0
19362,many many thanks school eeeeee,1
19363,month end still stuck office waiting struggles get st together,0
19364, cant even look one knowing exists enough,0
19365,uh oh hope nothing damaged,1
19366,oh dear take back request get drunk fitz def regret next day sure fired hangover,0
19367,gh sisters big toes legs shoulders raw life sucks right,0
19368, like triple ive got lot well well done,1
19369,book look got pic much swimming today,1
19370, great house sell comes complete riding power,1
19371,bears meets never mind s1 takeoff asahi vodka ginger ale lime,0
19372,px agree problem must stop spending work,0
19373, know good little life love,1
19374, husband went fishing come knitting keeps home need lady hobby lets get cooking,1
19375,making mile,1
19376,sewing things nice feel craft productive fox,1
19377,oooooooh eeeeeeekkkkkkk rock,1
19378, like friends kinda sad,0
19379,oh jordan iï¿½m ready next contest baby canï¿½t wait kisses brazil love,1
19380,congrats graduating college,1
19381, twitter,1
19382,breaking bitcrossing fingers things work ok,1
19383,big hg,1
19384,watching shows missed elliptical love demand,1
19385,everyone eastcoast rain hates us lets fly call ol,0
19386,congratulations daddy,1
19387, even bother anymore everyone main feel like im waste space,0
19388, happy mothers day moms hope good day,1
19389, house home alone playing guitar guitar hero loud,1
19390,enjoying exploring n96 phone gr awesome wanted samsung nia,1
19391,today im working quirky q cue maybe become concerto,1
19392, joey mine cant wait meet july,1
19393,congress proud girl,1
19394, 500 saved buying couch going towards paying visit en ut,1
19395, farmers suburb hhh,0
19396, dont think twitpic working,0
19397,mmmm youre speaking language unfortunately militant diet modem seriously thinking competitions guess,0
19398,haha overheard us 3 world mom mom think learn read today,1
19399,eomstill work,1
19400,cocaine scary yesterday didnt pure lucky aaa 1 week 1 day till im 14 baby,1
19401,liam seed petty,0
19402, world im chilling bout go get money economy money easy money anymore,1
19403,hanging amber,1
19404, friday keep reminding since every day seems,1
19405,alrightyou missed one crazy party last night,0
19406, 3 people stopped following something said,1
19407,morning,1
19408, im complaining,1
19409,note difference 5 mr c class anyone notice flight number flight hr w911,1
19410, make bring u sum,1
19411,live live leaked live live properly may role bed download,1
19412,happy mothers day sent msg mom got phone call wish one day live city take care,1
19413,saw yesterday pretty good,1
19414,z cant even think anything smells like alcohol lol,1
19415,thats whats im great thanks waiting laziness take,1
19416,im traffic 405 still dont see sun,1
19417,princecharming,1
19418,homework borriing,0
19419, didnt get tweet,1
19420,im kicking though feeling little sick alternating talking friends gaming watching playoffs writing application,0
19421,environmental project,1
19422,picture burn taylor swift great song,1
19423, boredmiss everybody already,0
19424, know wasnt going check tv office torrent,1
19425, going miss seeing everyone time,0
19426,hahahahhahaha true could really stretch stuff shame res dog got mad tried put avis face,0
19427, someone help makeupyou got go looking fine another shot,1
19428, cool im glad everyone nice date night maybe one day ill get one,1
19429,mv opens half ourbetter go get ready,1
19430,gh warm outside unfair want go read pack,0
19431,id rather beatweetup instead im taking cue shutting reprezentzent,1
19432,playing ven tonight cassandra wilcox patrick bell ben loss bucket nails doors 8pm 21 6 21 8,1
19433,day nothing,1
19434,aw thats good get better soon,0
19435,thanks cute home many years havent seen person,1
19436,nooooooo receipt dont break heart,0
19437,thats relief feel better knowing hereditary fun,1
19438,justin warm makes worry high fever go sleep,0
19439, poolside bowling tonight maybe back work tomorrow,1
19440,gooooooood morning campers happy mothers day,1
19441, goodness hant heard lovelovelove old stuff though overture underscore best album think,1
19442,alas best offer small pony rowing boat,0
19443, sucks im stuck office selfridge look forward,0
19444,happy mothers day everyone,1
19445,even though 7am saturday morning feels like weekend already btw im awake bad dream,0
19446,mg ne yesssss love danny song,1
19447,mg excited,1
19448, hope nice sleep,1
19449,great thanks hun thr family thing wind 5 weeks today hit usa cant wait,1
19450,oh crazy kids stress try effect effect followed acceptance works wonders rest world,1
19451,good luck tonight big finale show,1
19452,loving cairns clan,1
19453,mediating plans weekendgotta work saturday,1
19454, good 1 directors said could go home said back work boo good lasted,1
19455,going fold laundry hit sack boring saturday evenings,0
19456, research guilt spent day feeling sorry cold need spend significant time coding weekend,0
19457,reading weekly grocery shopping,0
19458, spoke soon still nice evening lots broken cloud coming south,1
19459,thank id share sunday really late crane says shouldnt tell people,1
19460,aug woke incredible sleep,0
19461,thanks wishing luck couple weeks ago getting higher choir didnt make,1
19462, beautiful outside wish new york city area pretty cool hip trendy,1
19463,hopefully dont go far sometimes feel like denouncing roots,1
19464,polaroid film today hope green tea yum got 89 appearance job interview much cleavage,1
19465,watching little bear,1
19466,right caffeine levels topped hours revision f1 time mon benson,1
19467, neat mothers day nothing flash chilling time girls,1
19468, taking moment reflect want anonymity back safe say anything someone else another friend,1
19469,hmm miracle youre using twitter fun tweet,1
19470,shelaaaaaaaa,1
19471,though admit seems less less tempting time complete packages,1
19472,says ha ha funny,1
19473, sure good bad news listed staff,1
19474, drained energy,0
19475, youre lovesick give call go bowling complain love,0
19476,yeah thats true cant wait till tour dvd comes tour epic backstage material hilarious,1
19477,trying straighten hair ending hot also need food,0
19478,ricardo road movies indies rule haha,1
19479, offense taken one many controversial views guess,1
19480, many ppl 12 mile ash elbows,1
19481, love daddy dont want go house today,1
19482, great weekend glad sunny today,1
19483, know love state,1
19484, really really hate biology uu,0
19485, always told kids see hear everything mind manors guess proved,1
19486,ey suckits anybody im bored common answer,0
19487,im tired think im becoming old go,0
19488,love loads hun hot weather gutted aint chilling got tomo xxxx,1
19489, way ft knox,1
19490, burden bit fail lunch dan,0
19491, know shouldnt saying item hell,0
19492, new dress looks sort horrible,0
19493, another note geodefense easy onwards medium maps whole world pain awaits exploration,0
19494,seeing lots fb friends finding becoming fans voodoo votes new face pug even like,1
19495,hoping mom likes paper gifts sent,1
19496,new twitter coxless conversations neighbors thunderstorm,1
19497, pretty gazette exact hey monday band arm,1
19498, decided myspace way better,1
19499, read pretty awesome web comics today theres nothing really good foot today,1
19500, vr fog delay sf cant leave yet,1
19501,gh report monday,0
19502, really hurts really sucks dont know fix seriously,0
19503,okay whats twitter laptop completely broke computer acting dont reckon,0
19504,large sorry hear horrible weekend get better keep smiling,1
19505,www dont sad well download copy,1
19506,dreaming miles gon na quit hannah montana dont wan na believe,0
19507, one thing hate friends date move sky forget,0
19508, yet hope check week,1
19509, body isnt pitching anymore,1
19510, good girl school today yyyy,1
19511, finally found perfect matte lcd cleaner nix screen cleaner ftw,1
19512,sweet make sure put bag,1
19513,oh joy elm petty video,1
19514, newest versions better,0
19515,beats heat cool gave juice hand water,1
19516, chocolate thing,1
19517, hsbc savings dropped 155 sort feeling like pulling money keeping underneath mattress,1
19518, know nds torrent file guessing u ghmettallica christine brought today ps3,1
19519, windows 7,1
19520,hey hey else twitter,1
19521,navarro wish area offered chinese food delivery,1
19522, got bit car accident poor patrick,0
19523,yes thats said,1
19524,big news dont know share,1
19525,went really long cycle ride mum brothers ff han today bum acres,0
19526, peep got onto game site never see,0
19527,oh doesnt need updating sudden ok get dressed anyway,1
19528, wednesday green day perform new single know enemy total,1
19529, stars needed,1
19530,borgellaj know cat,1
19531, next blumenthal,1
19532,oh sucks tell de act like grown maybe id stressed,0
19533,2 days till birthday hope weather good best good thursday friday otherwise il scream happy bday keirin,1
19534, started fear weekends since joining german classes,0
19535,www thats nice attempt hiding camera,1
19536,hehenice try,1
19537,way many people indeed recognize chinese guy ol,1
19538,havana yes dey door boston legal tha fat old man funny tha one naked ina pink gown lol,1
19539, took 1 endorsed spot twindexxcom thanks endorsement,1
19540, doubt tho twin pic sustain,1
19541, playing uno,1
19542,ya cant wait read,1
19543,burning time,0
19544,gods sake isnt even birthday yet need cool job like,1
19545, court,1
19546,thank voodoo much snoop shirt love bits perfect fit got morning peace,1
19547, going hairdresser instead running due rain,1
19548,photo thelovelybones sp nas brothers emi lovato mg hhh yea 3d movie premiere,1
19549, love thank much saying hi jean laura yesterday arcade friend shannon surprised vid,1
19550,see people didnt like deadpool cause wasnt true comics im guessing like ryan reynolds,1
19551, actually gets rid bacteria thaw nicely,1
19552,thats serious steve didnt send pictures call know love good yard sale,1
19553,yay friday hold work tomorrow,1
19554,back star trek tonight 945pm influx alden,1
19555,life sucks ur fun,0
19556,omg yes get ready work early tonight payroll distribution duty,1
19557,hello bank holiday monday hello revision ï¿½ï¿½,1
19558,darealest hell im fina set ranking damnit,0
19559,going back house pick dvds japan pick datos forgot pick dvds dio go back,1
19560,holy exhausted testing go see wolverine later,0
19561, cant anything,1
19562,thats charming funny,1
19563, still missing husband really want home,0
19564,business pleasure keep eye anything missing mondo concert tomorrow night,0
19565,actually meant motorbike much touring commute possible 90 min roundtrip kinda like touring,1
19566,morning twitterbugsnothing like loooooooooong lien,1
19567,could barely sleep last night ughanyways good luck finals everybody dont rush tests lol,1
19568,cordon ol split second peace truly amazing,1
19569, compare horror stories mate ol,1
19570,struggles backeveryones telling get ive 15 years x,1
19571, internet service acting strange earthquake found submarine fiber optics cable got damaged,1
19572,dinner ali tonight celebrating first day new job near trader might stop,1
19573, people recommending others follow like followfriday pics,1
19574, back long day nat gon na crash tomorrow mothers day editing photos today hanging mom etc,0
19575, wrote another song ran ideas one bit,0
19576, know want stay cool day use shower gel bath wash peppermint,1
19577, moved new apartment exciting,1
19578,unfortunately thats usually goes answer yesterday okay things may looking miss talking,0
19579, feel like truck hit also resemble man hit truck,0
19580, miss soon much gon na see 23 months,0
19581,hey 40 hour famine starts may 22nd gon na take part,1
19582, balance 8000 unfortunately havent able find card limit high enough transfer whole thing,0
19583, work today car back perfect going random shopping later,1
19584, girl needs hug lost cell phone,1
19585,unfortunately didnt see spreading poo,0
19586,oh see like morning right happy breakfast thumbs,1
19587, running things tweet wish could get reply come philippines tweeet,1
19588,yeah know annoying good promo lost contacts business,1
19589, youre expert eh,1
19590, think rain killed phone,0
19591, best sticker ver also dig hair gotten long since ive seen last,1
19592,write ps location,1
19593,im writing exam saturday illegal weekend,0
19594, novel safari park lead,1
19595,happy mothers day ur mom hope wonderful day,1
19596, train least two goggles teenagers sitting commuters quashed standing back least teenagers let sit,1
19597,got ta terabyte space store movies,1
19598,happy birthday greatgrandmother bad news good day ame living,1
19599,tropical depression 1 heading east real65 scared one welcome start hurricane season 09 still looking 4 l subs,1
19600, chem,1
19601,heh thanks adorable plug cough info wwwsamstephenscom cough cough,1
19602, fun night began talkin stuff wu,1
19603,cordon ol youre welcome,1
19604,headache headache go away come another day,0
19605, making everything fabulous tonight,1
19606, life college stay home mom delay bash,1
19607, need get away wish money go travel bit miss east coast friends,0
19608,hell worth even dont need full 32,1
19609,lol ebay laugh nowjuuuuuust wait,1
19610,thats lot messages ow swe yeah saying,1
19611,loved would never thought carly version bernie babies xd,1
19612, annoying starts typing computer middle night,0
19613, used hate rate callers trying record getting ped etc,0
19614,yes finally friday im stuck projects,0
19615,getting ready head camp allen unless something changed means phone service 24 hours,1
19616,glad could make,1
19617,going gym early trying get back shape hub got gift cert swim w dolphins need muscles,1
19618,exactly 2 weeks left sigma,1
19619,life int fair feel,0
19620, dont feel good fuck,0
19621,happy mothers day,1
19622,happy christmas wait happy vessels day seriously happy mothers day lmaz,1
19623,,1
19624,hope youve reviewed site,1
19625, arrived singapore,1
19626, letterman must really anybody never know might need one gets job done,1
19627,im still recouperating holiday weekend wow ive never sunburnt really hurts,1
19628, generation pathetic party desert 30 knows fun age group generation myspace,0
19629,lol sunny 18 yesterday igor melted attacked bushes recovering today things chocolateland,1
19630, good star wars day font day dancing tico day whatever celebrate good,1
19631,going drinking tonight drinking away blues,1
19632,cruise knee make hard skate tomorrow,0
19633, mom said eat lot,1
19634,good lord man recommend dark stormy casablanca,1
19635,wasnt mother song funny wrong funny heart,1
19636,junk food movies shirt seats way tonight would better someone hang,1
19637, miss boo another note im already game come tonightfox grill anyone,0
19638,welcome first german follower mother heroine sudetenland came sweden refugee 1948,1
19639,ready eastenders going good one last gt semi final ina tomorrow night though exciting stuff,1
19640, community cant see one moderators niagara told,1
19641,parody im pretty sure got sent home couple times tis week remember mary anton grannythe love around,1
19642,yeah sucks eh,0
19643,pets get cancer,1
19644,would really like work instead taking nap,1
19645,party awesome soon tired bye ps happy commas day,1
19646,thanks following mmmm twitter back ox,1
19647,pm student pm student 4 years back wish could stay one,1
19648,oh dont spoil fun lol,0
19649,im going looks like sun gone,1
19650, heads spinning math started dream formulas good,0
19651,hey thats good daughters still asleep son drawing better feed v soon,1
19652,past experiences rhead eg discrimination even general info bout singers society helps,1
19653,www sorry may ord give strength rest today,1
19654,great cant eve locate phone goes 200 drain,1
19655,ross look js code facebook notice js functionsnahh kidding buddy told,1
19656, cold,1
19657,hanging school last day seniors,1
19658,happy star wars day may fourth,1
19659,thanks hon project bra starts today,1
19660, hope ok miss doc better douchenozzle ill one right back,1
19661,browning digital art tutorials like found henning site refreshing knowledge skills,1
19662,3 days frisbee three nights partying strained ligaments cant imagine better long weekend,1
19663, mailed something got email didnt problem mean wont get,0
19664,spent time exploring atlas hercules craters refining things op ser capt saturn w logged eyepiece home 2a,1
19665,darling haha yah walking distance house mission tiki driven haha every summer go like every weekend,1
19666, postieeee,1
19667,good im glad got 1 come talk walk ol becky holcomb 1s ol,1
19668,fm today sucks hope dance bring soul pray im still said hate todayyyyyy,0
19669, really wish could,1
19670,sending love mothers day wishing happiness days ahead,1
19671,avoided finder blocks safe ns area data pork upset bears gone,1
19672,welcome everyone playerstationit live twitter wwwplayerstationit,1
19673,law week gon na go excited,1
19674, look like schuhz arabyrd,1
19675,problem flash isnt pu accelerated atom 330 cant play youtube hulu fullscreen big deal alex,0
19676,working security club tonight first time working month interesting oh hi kelsenator,1
19677,taylor swift belong amazing love mv,1
19678,ilys note book one geek another keep good work sigh missed great espresso,1
19679, even kept insurance payments 300 im still like meh good thing applied day job past 2888mo,1
19680, saw something real sad lunch dog two broken back legs,0
19681,actually people decisive,1
19682, know read almost tweets sort disgusting euphemism quite fun,1
19683,cant believe im leaving place tomorrow,1
19684, gon na sound really sad depressing really really miss uncle sam,0
19685, much details glad better,1
19686, hes lucky baby wonderful family u know u could take home,1
19687,ankle ok dark suggest trace weaver shell making decision,1
19688,everyone loves u sarah theaters today show couldnt stop beautifulness,1
19689,mean people suck,0
19690,yeah jimmy fallen back skit yay,1
19691,4am hobbs alarming playing blame alcohol course couldnt get back sleep cause thinking joe cruise,0
19692,ur supposed tho,1
19693,funniest desktop ever way see college,1
19694, guess till work fusion otherwise boot directly vista online banking sucks,0
19695,yay give lesson tomorrow church,1
19696,working layout 4 pageprom dress almost done,1
19697,im starting feel really panic anxious something bad happened cos seems like ages,0
19698,hey gi look pic frankie took southern gig,1
19699,pool alcohol cute band couldnt ask saturday night fb,1
19700,sup morning school see ya,1
19701,offer,1
19702, think play michael bible heaven yes great,1
19703,mexican thats im craving,1
19704, work swollen face thank god goals though im feeling fat flip flops break anand get hair done tonight,1
19705, afraid youve bit fail last two recommendations arent available,0
19706, far exception rain morning great wont let damper day,1
19707,internet trains 100 awful,0
19708,hey u forgot,0
19709, think going lonnngg weekend 3 day kind,1
19710, queen says oh scene,1
19711, see star trek yet ive seen twice already didnt like first time second time way better haha,1
19712,hi holly ill volunteer try first u hope ur fab weekend xxx,1
19713, used ive done different jobs yj currently im court officer,1
19714,im starting feel depressed hurricane talk im front lines,0
19715, many good dealsyou guys conspiracy steal money,1
19716,hope train remembers way go bit loop bank holidays,0
19717,elliott claims steak shake monthsnot exciting anymore,0
19718, still amazed awesomness last night discussion great looking forward great week 10days go home,1
19719,running brands get feeling like plague,0
19720,ok want quit job,1
19721,healthy food helping hangover,0
19722,im hard core dont know,1
19723, changed background profile picture,1
19724, sad gone show fly fan,0
19725, great project wish could done d1 old,1
19726, test find cancer stuff regards case 1 results would good thing,1
19727,ive tried tried past learn hockey sadly near impossible find books things,0
19728,wow sounds heavenly quick drive north carolina cant wait,1
19729, home,1
19730, ipod died running charged,0
19731,looks like another sleepers night dedicated homework sorry advance ms chapman,0
19732,hmm feel like writing monthly reports tonight probably get started though,1
19733, school yet im ready vacations already,1
19734, love rains im going,1
19735, break work weekend rule much overloaded work large hate,0
19736,wow one year today luc bourbon killed doesnt seem long ago,0
19737,thank dont care look face,1
19738,good evening kind sir bows,1
19739,also technologically challenged cell phone makes phone calls cant tweet4seat,1
19740,x well least saying tory fatty watts,1
19741,sorry missed saw across way busy taking pixabt 415 came meet u gone,0
19742,thanks ponytail dream last night shaved head guess bigger deal thought,1
19743,yes really,1
19744,mma talk ya later shi goodnight kid,1
19745,moms everywhere stop get good night sleep tomorrow childrens turn paper enjoy day,1
19746, wan na move america,1
19747,yeah age aquarium pretty scary song,0
19748,cant wait go bed,1
19749, miss guys,0
19750, aussie hoping sydney less week got isa thursday shoot shoot,1
19751,chas good morning sunshine least work outer go faster,1
19752, follow,1
19753, im waiting front ps julian take driving test,1
19754,cancelling javaone,0
19755,thanks stephmust keep updated ur turn,1
19756, second wish rained,1
19757,tomorrow afternoon well later today actually shoot seattle sinner newspaper femme fatale seattle photographers,1
19758, hate put toddler disposable rash needs intent hate rash even worse,0
19759, work,1
19760, coming hospital today,1
19761, take tiny,1
19762,im worried sisters guinea pig hope stalin makes tonight baby,1
19763, lovely attempt poetry,1
19764,im coming wit u,1
19765,quarter sandwiches tea,1
19766,starbucks im login,1
19767,nightlife commando like chanting music cool im listening ns music song amazing bass win,1
19768,goshwhos bad ballet blessed childthese people dont know kisses,1
19769,oh goes head im spinning around,0
19770,met shortest line ever cb tunapuna sellers disappeared,1
19771,home ol leaving monday flo rida,1
19772,gary tried ommegang chocolate indulgence chocolate indulgence metallic best,1
19773,installed nav blue v2 themegives fresh feel,1
19774,name rest lets see mystery jets pretty cool ida maria shut ray listen say anything,1
19775,lol hear think watched 2 3 different movies getting work done ill ttl girl,1
19776,susan began love yeah said would pleasant trip,1
19777,today going long day,1
19778, know considering ive bought lot new yarn recently think necessary time,1
19779,visit 2 la verdana de los cielo foundation pushed back 2 weeks excited 2 go meet kids ill 2 wait another 2,0
19780, sauce huh im going california tomorrow morning,1
19781, think modem failedhaving pc withdrawals,0
19782,last day volleyball miss everyone already oh well banquet 10th hopefully everyone gon na,1
19783,still trying get better get comma lovinheaded house ahhhhhh hate feeling,0
19784, somehow miss,0
19785,wants set coffee shop money,1
19786, best commerce site hope youve watched big bang theory please hit buy,1
19787,shes coming detroit grand rapids october,1
19788, never liked boy terms,0
19789,2026 2164 6790 9128 add lets play something,1
19790, love read ur little quotes,1
19791, puppies killed cat lastnightthey thought stuffed animal ip melanie,0
19792,always tired always cold always headache cant wait vacashunand friction g1 update want onscreen keyboard summit,0
19793, class sick hungry,0
19794, know block party would love hear de original get chance,1
19795,bought new combo printer cost today officejet j4550 cause cheaper ink 4 old one windows7 doesnt like fax part,1
19796,might get around sure make flat html wordpress fun fun fun,1
19797,lights aw whats wrong,0
19798,thanks see im back smiling,1
19799, couple ars may die without kateage keeps fingers crossed tho,0
19800, need hugs joe jonas,1
19801,ahseya cool want take look tell think,1
19802, park raining,1
19803, need show reel nxt weekthen start applying editing jobs rock climbing tombs hope,1
19804, blackberry got fatty battery guess kinda boat huh,1
19805,experimenting puppet think wiped drive workstation,1
19806, didnt find dress,1
19807, filming musicians friends mine legion people sure know dance,1
19808, stay away home since part india dot hav gun wireless internet im,0
19809,back gym sorting boxes,1
19810,listening ryan adams sick,0
19811,hates goodbye,0
19812, first time week play get stuck authentication,0
19813, warm start digging,1
19814, wish chicken wings,1
19815,oh yes happy ine year anniversary hanson second studio album time around,1
19816,foto,1
19817,dont time chat sorry girls miss new lawnmower yeah todays highlight tomorrow,1
19818,cool im glad save tea,1
19819, ran turtle,1
19820,playing judoka tommy makes breakfast lunch,1
19821,apparently starwars day today like shame revision though,0
19822, really nice smooth bulk shops,1
19823,massive headache going see terminator tonight,0
19824,spanish suckiest class ever im learning atleast te quiero trash,1
19825,yesterday friend mine thrown horse lorry drove past us ignoring us signaling slow,1
19826, best weekend,1
19827, kidding gh one thing know sure wont showing property weekend,0
19828,trip bet didnt fall asleep till like morning worries,0
19829, enjoy silence,1
19830,sorry paul securing prison break series finale sucked many levels,0
19831, dummy monster hates,0
19832, 24 hours since dog put sleep ip old friend,0
19833,funny enough roland president social club,1
19834,peek may tell msn bfgurelgbsr yeah guess dont know like ill wait till get opinion,1
19835,fred6 havent canceled account yet havent logged since november think maybe main rogue lvl73,0
19836,congress graduates beautiful thing big al jus wish curve attended lil man ryan kg graduation feel ad,1
19837, didnt get job,0
19838, cant get writers phone phone sucks,0
19839, enjoyed first day summer,1
19840, surprise probably dont know,1
19841,boo well good fun tho sucks u cant get cards finished 10th last nights pt took ol,1
19842,thank f,1
19843, forgot much love songs itunes love shuffle love watching pranks tour,1
19844,yeah didnt buy one hot minute,0
19845,rubadeau last weekend pretty solid branch bar wellington hard screw steak eggs though,1
19846, one wish would friend j work,1
19847,dam living england x,1
19848,im fantastical miserable time far,1
19849, lack go hunt lol refresh memory one clue 2,0
19850, think im going go outside john cage moment music majors rejoice,1
19851, cool hear guys 1045 cant believe cherry hill weeks ago missed come back,1
19852, see approaching nice round 5500 number expect crashed time come back tonight,1
19853,mmm come twins slurpees car twins going pretty epic,1
19854,bloody feds lost last statement r hounding another one lodged one last week,0
19855,fm spilled entire diet coke ap yay,0
19856,angling belly rings bad investmentthe test ones always pop,1
19857, wish hanging kobe right,1
19858,today going giving notice boss today going upset im totally stressed,0
19859, mothers day,1
19860, dream pretty pretty beach beach woke,1
19861, really need sort bird table feeders robin blue bullied,0
19862,friday nothing sad,0
19863, never good time recourse small claims get att involved,0
19864, cute watching matt play wii work,1
19865, legal studieslaw students twitter would love couple references cases involving bias juries jury qualification etc,1
19866,yay welcome etsyseller world,1
19867,according marco smoking weed makes philosophical consider philosophical shower,1
19868,yep thats right dont mean monk thats photo taken better photography,1
19869,yep,1
19870, thats imtetsting visual,1
19871, tired 0430 alarm setting bed soon bloody iphone backup sync finishes,0
19872,unfortunately people work let bad morning official revenge dish best served cold,0
19873,im sorry todays nothing heartbreak,0
19874, angrily told extremely abusivementally emotionally physically made day nights,0
19875, terrible little beast garden small simply collect buy poisonous food pellets,0
19876, go dye beb put blonde inns mine lighter left bit long oops,1
19877,time ritualistic friday night depression,0
19878, dont know ask carolyn also wont boxes empty time get,1
19879, stupid tooth hurts,0
19880,goodnight goodbye,1
19881,shout moms akin prematurely appreciate,1
19882,im bored extremely bored car waiting dad dinner chinese dummy,1
19883,sucks able take days work money take trip sad,0
19884,yes know school reports would say must much better ah well time huh,1
19885,guilt trips feeling sick pressure stress much drama,0
19886,selena mom congratulations nice day,1
19887, flop comes 2k6 bet 15 get raised 25 call turn check river rag check bets 15 raise 15 calls 22,1
19888, like friday generally class extended today im starving x haha white,1
19889, plans weekend include working paper driving guy 2 airport font see 3,1
19890,taps shoulder forgotten,1
19891,logged visit min 400e cache lï¿½drags,1
19892, got 5 english lesson drinking sprite,1
19893,im belleville parents someone offered bus ride gorilla 10 mall thought,1
19894,dreams give rise reality said wouldnt walk dream fly dream believe achieve,1
19895,oh thats annoying problem 14 thighs 1012 hips hope catch soon,0
19896, gon na go maiden girl went scarlet,1
19897,reading weekend every minute coursework done week learning 2 pages french speaking,1
19898,wake late trying get done work,0
19899, picture makes thirty everyday,1
19900,geocachingcom seems huge delay delivering pocket queries,0
19901,last time looked 400 gave us demo cool,1
19902,nt online today may whole next week u havent voted pls,1
19903,app day us,1
19904,dreamers compared wicked audition,0
19905,testing hey got ta add someone follow,1
19906, horrible twitter moved houston apartment awaiting work starting monday real worldnews,0
19907, miss,0
19908,hhh manner laid 3 girls economy improve soon,1
19909,also hit chin something fell hurts gh work gon na suck,0
19910, take bath,1
19911, theres fly room,1
19912,moment silence budget im bout b spend way much mg im budget,0
19913, scary hooked 9 wires n printed sum graph ohhhhhh,0
19914, sucks put britney,0
19915, dead,0
19916,1pendulum awesome 2goodbye suck 3shut plz 4toy story 3 5b 3d vie 2or 6im tired 7anand im,1
19917,rip grand graduation today,1
19918,good see havent lost sense humour get well soon,1
19919, weather prague like weather belgium rainy,1
19920, heard said show,1
19921, stamford,1
19922,l thanks think first girl say thatbesides mom,1
19923,walking teignmouth danish,1
19924,arg eirtaku got hit stupid bots much kid friendly site,0
19925, playing bubblewrap iphone still beats working,1
19926,making mom mothers day card,1
19927,stressed beyond belief need nap,0
19928,going eat entourage probably fat es since theyre closing tomorrow watching movie jimmy tonight text,1
19929, cant sleep gh day tomorrow wanting take sleeping pill know ill get late,0
19930,hhh rejected 09 mediation program suckssss,0
19931,watching jackets bed,1
19932, know short week certainly dragged,0
19933,ok album start listening frank black years found used play cities,1
19934,homecoming warm day top friday yet,1
19935,nothing sweater 4yearly,1
19936,ginger biscuits rule way urgently need weight scales,1
19937,yeah want love falling slowly song keeps playing head,1
19938,sorry unemployed,1
19939,mg jul ast day muchachomalo,1
19940, hectic day travelling px unit back px working cc office,0
19941, wish someone would inspire sexy time right gh thats gon na happen gh,1
19942, lu voodoo,1
19943,signing folk might back later,1
19944, wan na happy,1
19945,www poor precious,0
19946,blogging cleaning chatting listening phoenix,1
19947,yeah thx figured,1
19948,im going bed see ya tomorrow twitter ppl,1
19949, go user experience roundtable hamburg dealer fischer accessibility itv test dont miss,1
19950, tells im member private beta im going start pretending assassinate people,1
19951,ah feels good played guitar hero months suck haha,1
19952, think florida heat much reluctantly take place,0
19953,mines early nov go 2 gather buddy man power,1
19954,gon na eat something feel horror need hug,0
19955, upgradedone f still slow disabling addons sure ones make cut honest like sophie choice,0
19956,note love,0
19957,nothing wrong samantha,1
19958,james battle everything kind lovehate relationship,1
19959,cleaning old apartment today yay,1
19960,listening da beach girl5 itunes,1
19961,wine saginaw 7 friends good times,1
19962, dont think want come back guys read dms,0
19963,oh man wan na bay asap thank great day,1
19964,boo,1
19965,,1
19966,good day,1
19967,cheryl lucky want teleport,1
19968, surely vote,1
19969,life get soo dull sometimes u 1 around x,0
19970, heartburn may death,0
19971,maybe hot date nice little cena,1
19972, violent nightclub like dream involving heavily tattooed ladies didnt wan na wake lol,1
19973,haha dude date p ill wish u ur bday 3oth november ill also turn 16 u reply please,1
19974,nice place eat sao paulo brazil,1
19975, yo name girllll,1
19976,roads beard papal disappeared,0
19977, london tourist thing,1
19978, home feeling tired want take nap cant,0
19979,broke care went starbucks caffeine fix lights go output sec kidding might laugh ha,1
19980, reli gd holiday revise x,1
19981,lmfaoooo love showwwww,1
19982, stopped raining fuckingtastic,0
19983,trying draw mangaanime new website bad idea,0
19984, making good time chicago traffic photo,0
19985, saw male baltimore oriole set feeder something enjoyed lot thistle new thistle feeder early,1
19986, got best friends,1
19987,holiday time got grizzly bears cd bit wont read adventures tomorrow swine flu scaring still cold,1
19988, familiarsorry youre feeling way,0
19989, great song east clusters,0
19990,cool hi sam,1
19991, wish smartphone irc app pretty cool,1
19992,wishing could go cao tonight,1
19993,dont love butterflies stomach feeling ano man yun kaya mo yan,1
19994,excellent pic wish long drive,1
19995,milkshake hot day unsettled stomach,1
19996,spent much today tube journeys always take soo long races thursday,0
19997, iphone poor credit live without cell phone mass transit every day,0
19998,getting ready work boohoohoo dont wan na go work,0
19999,back wonderful vacation perfect weather back rainy burgh reality,1
20000,really thinks wee album got last night,1
20001, another late night scored motto,1
20002,novo wan na watch comet dont wan na go work,0
20003,aw yes weeks got asked return end wish bought never mind,1
20004,mc john sim post 3 yr passed softer stranded without warren tea tech spec caching,1
20005, look smashing darling trent rector really getting married want rip mariqueens fake,1
20006, bout smoking weed,1
20007, official nobody getting raise year,0
20008,thank incredible support encouragement means much constantly bless thankful,1
20009,josettewhere looked across pond nowhere found,1
20010,special choir main rounds words show,1
20011, ns today ja eos ast show el iss u en,0
20012,yeah wanted bottling sanitized good tastes like hoc oranges,1
